# foot :: Right:0,Left:1
# position :: 'A':1, 'M':2, 'GK':3, 'D':4
id,name,rating,position,height,foot,rare,pace,shooting,passing,dribbling,defending,heading,diving,handling,kicking,reflexes,speed,positioning
178593,KeithTreacy,68,M,183,Left,0,79,67,64,68,52,61,,,,,,
178599,Arana,73,M,175,Right,1,72,75,77,72,52,52,,,,,,
178603,MatsHummels,84,D,192,Right,1,65,59,69,62,85,79,,,,,,
178604,BoškoJanković,76,M,183,Right,0,75,71,76,78,60,64,,,,,,
178616,AdriánGonzález,71,M,183,Left,0,71,59,70,73,54,56,,,,,,
178625,Mosquera,66,M,183,Right,0,66,58,68,67,57,55,,,,,,
178626,JoeThompson,58,A,183,Right,1,79,42,52,60,31,45,,,,,,
178627,AaronBrown,55,D,196,Right,1,66,22,34,42,66,49,,,,,,
178628,FernandoForestieri,68,A,172,Right,0,77,64,58,75,44,49,,,,,,
178679,MoustaphaBayalSall,73,D,191,Right,1,58,58,58,56,80,73,,,,,,
178684,NunoAndréCoelho,74,D,192,Right,1,58,53,61,51,77,74,,,,,,
178687,DavidAbwo,68,M,170,Right,1,86,63,61,73,50,60,,,,,,
178691,JorgeFucile,77,D,178,Right,0,74,46,73,77,75,69,,,,,,
178703,DavidDestorme,67,M,187,Right,0,61,64,63,64,63,63,,,,,,
178713,LiamTrotter,68,M,188,Right,0,66,61,68,68,67,70,,,,,,
178742,PatrikBaumann,58,D,185,Right,0,54,49,55,50,62,70,,,,,,
178744,Ali-AzouzMathlouthi,59,A,176,Right,1,76,52,40,60,42,52,,,,,,
178746,MiguelTorres,73,D,184,Right,0,68,42,62,60,74,68,,,,,,
178750,SergioAsenjo,75,GK,189,Right,0,,,,,,,82,74,68,78,50,69
178764,ValeriDomovchiyski,68,A,180,Left,0,70,64,53,71,50,69,,,,,,
178767,NikolayMihaylov,79,GK,194,Right,0,,,,,,,80,77,76,84,65,75
17887,PedroMendes,78,M,177,Right,0,67,77,79,74,74,69,,,,,,
17899,NunoAssis,77,M,168,Right,0,76,71,76,79,56,63,,,,,,
179059,KrzysztofKról,56,D,184,Left,0,64,47,51,47,59,59,,,,,,
179071,BriceJovial,69,A,174,Right,0,69,66,59,68,50,66,,,,,,
17912,DuduAouate,77,GK,188,Right,0,,,,,,,81,72,76,85,55,75
179516,RouwenHennings,68,A,180,Left,0,75,70,62,66,55,63,,,,,,
179527,LoïcRémy,82,A,184,Right,1,91,76,69,80,55,80,,,,,,
179528,XaviTorres,74,M,184,Right,0,60,59,66,64,74,60,,,,,,
179536,TijanJaiteh,56,M,188,Right,0,64,52,52,61,58,60,,,,,,
179537,HarmeetSingh,73,M,180,Right,0,73,64,67,72,73,71,,,,,,
17954,KevinHartman,69,GK,185,Right,0,,,,,,,74,68,68,69,54,68
179540,SalimKerkar,61,A,180,Right,0,72,49,52,65,37,50,,,,,,
179544,YoussoufMulumbu,74,M,177,Right,0,73,58,68,69,75,68,,,,,,
179546,MarkoMarin,80,M,170,Right,1,82,70,73,87,36,46,,,,,,
179547,VitoMannone,70,GK,194,Right,0,,,,,,,70,71,63,71,50,66
179549,StefanMaierhofer,69,A,202,Right,1,42,67,43,56,63,64,,,,,,
179560,MiralemSulejmani,77,A,176,Left,1,89,75,59,80,51,59,,,,,,
179561,ElliotOmozusi,62,D,180,Right,0,73,25,55,60,67,63,,,,,,
179563,SaidiNtibazonkiza,68,A,170,Right,1,92,61,51,72,47,62,,,,,,
179565,MarioGavranovic,69,A,175,Right,0,71,62,55,75,54,63,,,,,,
179569,RadosławMajewski,71,M,170,Right,1,71,70,69,74,50,58,,,,,,
179574,GaryHooper,76,A,175,Right,0,81,71,62,76,51,79,,,,,,
179586,CédricMongongu,74,D,188,Right,1,66,32,65,48,76,76,,,,,,
179589,DidierYaKonan,79,A,174,Right,0,83,75,63,83,52,71,,,,,,
179591,PabloHernández,81,A,173,Right,1,85,77,74,84,57,60,,,,,,
179592,GeorgeBoyd,70,M,186,Left,0,74,65,60,72,48,43,,,,,,
179596,PeterWinn,54,A,178,Left,1,88,45,45,54,36,49,,,,,,
179600,HamdiSalihi,71,A,185,Right,1,68,69,48,67,52,77,,,,,,
179602,StephenMaher,57,M,180,Right,0,61,51,58,50,55,56,,,,,,
179605,AdelTaarabt,78,M,180,Right,1,81,76,69,87,51,57,,,,,,
179609,JulianEsteban,59,A,174,Right,0,66,59,61,62,54,59,,,,,,
179612,KévinOlimpa,64,GK,186,Right,1,,,,,,,68,65,66,64,29,68
179613,BakarySako,72,M,183,Left,1,85,71,73,74,58,61,,,,,,
179620,JacobLensky,70,M,183,Left,0,75,48,71,65,71,66,,,,,,
179624,MarcosCamozzato,68,D,177,Right,0,74,62,73,72,64,63,,,,,,
179627,MosesAdams,63,M,183,Right,0,68,57,63,66,48,62,,,,,,
179636,DavidWorrall,59,M,183,Right,1,78,37,54,64,36,45,,,,,,
17964,MartinPetrov,76,M,180,Left,0,69,78,78,77,50,49,,,,,,
179641,ChrisHolroyd,60,A,180,Right,1,76,54,36,59,49,63,,,,,,
179643,AdigunTaofeekSalami,65,M,172,Right,0,69,52,59,62,64,63,,,,,,
179645,SimonKjær,76,D,189,Right,0,66,47,66,58,77,75,,,,,,
179647,HenrikBødker,61,M,180,Right,1,62,45,67,50,53,49,,,,,,
179652,RobbieRogers,67,M,178,Right,1,82,66,62,68,57,58,,,,,,
179660,ChrisHumphrey,69,A,180,Right,1,92,51,57,67,45,52,,,,,,
179663,TommyRowe,63,M,180,Left,0,70,50,61,65,55,61,,,,,,
179665,AnthonyPilkington,66,M,183,Right,0,73,64,59,71,53,58,,,,,,
179666,ThorbjørnHolstRasmussen,61,D,187,Right,0,62,37,46,32,67,57,,,,,,
179668,EdgarGerardoLugo,68,M,182,Right,0,78,63,64,70,54,57,,,,,,
179680,ShwanJalal,63,GK,188,Left,1,,,,,,,72,58,51,71,48,55
179685,ChrisSeitz,62,GK,193,Right,1,,,,,,,66,58,67,64,64,60
179686,MauriceEdu,66,M,183,Right,0,79,61,64,67,67,78,,,,,,
179687,JoséJoaquínMartínez,66,M,179,Right,0,78,59,62,67,62,55,,,,,,
179692,CharlieDavies,68,A,178,Right,0,78,67,52,69,53,66,,,,,,
179695,RinaldoCruzado,71,M,180,Right,0,66,57,68,67,72,65,,,,,,
179696,EmilianoInsua,74,D,179,Left,1,71,49,67,64,76,69,,,,,,
179698,LeandroGrimi,70,D,182,Left,0,65,60,69,69,69,70,,,,,,
179703,MichaelHarrington,64,D,183,Left,0,74,57,56,56,65,64,,,,,,
179704,WellsThompson,65,M,178,Right,0,73,57,62,65,52,43,,,,,,
179712,ZoltánStieber,72,M,176,Left,1,83,69,66,75,45,60,,,,,,
179714,DaneRichards,68,M,170,Right,1,93,66,58,72,48,52,,,,,,
179728,PavelFort,66,A,188,Right,0,59,62,51,56,54,67,,,,,,
179731,DavidCabrera,69,M,178,Left,0,72,55,65,63,67,56,,,,,,
179741,Emerson,69,D,185,Left,0,73,53,66,60,73,71,,,,,,
179745,DannyHollands,64,M,180,Right,1,64,55,65,56,61,62,,,,,,
179746,SamVokes,68,A,188,Right,0,66,62,54,65,57,77,,,,,,
179751,JoaquinLarrivey,73,A,185,Right,1,60,69,48,64,57,79,,,,,,
179752,ÓscarCardozo,81,A,192,Left,1,42,85,71,73,63,77,,,,,,
179757,ZoumanaBakayogo,62,D,183,Left,1,85,39,60,66,66,58,,,,,,
179767,ChrisDunn,56,GK,193,Right,0,,,,,,,63,59,30,67,56,41
179768,CharlesKaboré,76,M,181,Right,0,75,58,76,64,77,76,,,,,,
179771,MikeBanner,63,M,175,Left,1,82,51,54,67,53,48,,,,,,
179778,BradEvans,64,M,185,Right,1,77,65,60,63,64,70,,,,,,
179782,OmarCummings,71,A,178,Right,1,87,68,62,70,53,66,,,,,,
179783,RalfFährmann,74,GK,194,Right,1,,,,,,,78,70,72,79,51,69
179784,BenediktHöwedes,80,D,187,Right,1,71,32,62,53,80,80,,,,,,
179787,NickLaBrocca,68,M,178,Right,0,69,64,67,67,62,62,,,,,,
179795,GabrielFerrari,62,A,188,Right,0,69,59,50,64,51,66,,,,,,
179800,ArturoPaganoni,66,D,170,Right,0,78,55,61,68,60,62,,,,,,
179802,XavierBaez,68,M,170,Right,0,76,58,68,66,66,62,,,,,,
179811,BrechtCapon,65,M,180,Right,0,75,61,60,65,61,61,,,,,,
179813,EdinsonCavani,86,A,184,Right,1,84,83,64,76,68,86,,,,,,
179820,LuisRobles,64,GK,185,Right,1,,,,,,,65,64,62,66,53,60
179831,CraigCurran,59,A,175,Right,1,75,55,47,54,47,63,,,,,,
179839,AnthonyWallace,62,D,180,Left,1,75,47,51,58,66,70,,,,,,
179844,DiegoCosta,76,A,186,Right,0,79,74,55,74,58,63,,,,,,
179846,SamiKhedira,81,M,189,Right,1,64,72,73,69,82,81,,,,,,
179847,FedericoFazio,78,D,195,Right,1,52,42,59,62,83,69,,,,,,
179855,JermaineBeckford,76,A,188,Right,1,92,68,51,64,56,70,,,,,,
179856,DavidPerkins,63,M,168,Left,0,68,51,54,61,66,59,,,,,,
179860,ReubenReid,62,A,183,Right,1,81,56,53,68,48,62,,,,,,
179861,LubomírMichalík,64,D,193,Right,1,49,54,47,40,69,65,,,,,,
179862,JordanRobertson,57,A,183,Right,0,61,52,41,53,52,68,,,,,,
179864,GianlucaFreddi,63,D,185,Right,0,65,26,45,44,66,68,,,,,,
179866,JordyBrouwer,62,A,188,Right,0,46,60,45,58,51,64,,,,,,
179869,GarySawyer,63,D,183,Left,0,55,25,60,30,62,67,,,,,,
179875,DameN'Doye,78,A,186,Right,0,77,76,57,76,62,79,,,,,,
179876,Paulão,73,D,186,Right,1,61,46,49,40,76,80,,,,,,
179891,MarcelHeller,67,A,174,Right,1,86,61,56,78,44,65,,,,,,
179898,JoséShaffer,70,D,175,Left,0,77,56,71,71,64,65,,,,,,
179901,LorenzoDavids,68,M,180,Left,0,70,61,65,68,66,70,,,,,,
179902,Cidimar,64,A,184,Right,1,66,63,49,64,52,70,,,,,,
179903,OliverBozanic,65,M,175,Left,0,78,63,61,66,50,54,,,,,,
179909,AnthonyAnnan,75,M,175,Right,0,69,52,69,69,73,68,,,,,,
179911,RobbieFindley,68,A,175,Right,1,91,64,47,69,51,62,,,,,,
179918,BakarySoro,61,D,184,Right,0,70,42,54,56,64,63,,,,,,
179924,SimonGillett,66,M,170,Right,0,65,56,64,67,62,58,,,,,,
179928,DannyWoodards,61,D,180,Right,1,71,31,65,47,64,54,,,,,,
179930,SzymonPawłowski,66,M,176,Right,0,77,61,62,69,46,60,,,,,,
179931,CédricAvinel,63,D,187,Right,0,59,46,50,37,66,73,,,,,,
179934,TallyHall,65,GK,193,Right,0,,,,,,,69,64,64,73,31,62
179941,RydellPoepon,69,A,184,Right,0,77,68,52,66,54,59,,,,,,
179942,Nieto,66,M,183,Right,1,81,59,60,72,49,58,,,,,,
179944,DavidLuiz,82,D,189,Right,1,79,64,70,66,82,79,,,,,,
179947,Edgar,73,A,191,Right,1,67,70,62,68,53,74,,,,,,
179952,ClaudioCoralli,72,A,178,Right,1,71,68,54,62,62,77,,,,,,
179954,ThomasKraft,73,GK,185,Right,1,,,,,,,76,70,65,81,56,67
179955,FrankFeltscher,57,A,180,Right,0,72,56,56,59,50,49,,,,,,
179960,BenSahar,71,A,180,Right,1,81,68,52,75,44,62,,,,,,
179972,ErenDerdiyok,79,A,191,Right,0,74,74,69,75,55,77,,,,,,
179973,MichelMorganella,64,D,183,Right,0,65,41,60,57,68,60,,,,,,
179982,Cabral,65,M,178,Left,0,73,48,58,60,67,71,,,,,,
179984,FrédéricFrans,62,D,193,Right,1,53,39,52,41,70,60,,,,,,
180172,MaykelGalindo,61,A,178,Right,0,69,60,46,64,45,54,,,,,,
180174,BjörnKopplin,65,D,184,Right,0,79,38,60,64,66,65,,,,,,
180175,AlexandrePato,85,A,179,Right,1,87,82,67,85,53,80,,,,,,
180178,Fred,66,M,173,Right,0,69,63,62,66,51,59,,,,,,
180183,PatFlynn,56,D,188,Right,0,59,41,51,45,61,64,,,,,,
180206,MiralemPjanić,79,M,180,Right,0,78,75,79,80,63,61,,,,,,
180216,SéamusColeman,76,M,178,Right,0,83,58,72,76,73,65,,,,,,
180228,DavidBraz,73,D,187,Right,0,70,53,56,65,74,64,,,,,,
180255,ChristianBrüls,69,M,179,Right,0,71,66,66,72,51,52,,,,,,
180267,HaTaeGyun,60,A,187,Right,0,61,57,45,60,50,68,,,,,,
180268,HanDongWon,64,M,178,Right,0,66,56,62,66,49,50,,,,,,
180271,ChoJaeYong,53,D,183,Right,0,73,45,43,47,55,61,,,,,,
180278,Eninho,73,A,175,Right,1,89,74,62,72,58,67,,,,,,
180279,KimHyungIl,67,D,187,Right,0,53,46,43,34,71,73,,,,,,
180281,Fernandinho,75,A,171,Left,1,87,75,64,84,59,58,,,,,,
180283,Sung-YuengKi,74,M,188,Right,1,65,72,78,71,67,60,,,,,,
180284,KimDongSuk,62,M,171,Right,0,67,59,61,66,33,40,,,,,,
180285,KimMinOh,57,M,183,Right,0,59,54,55,57,59,67,,,,,,
180287,DejanDamjanović,74,A,187,Right,1,80,72,66,72,59,76,,,,,,
180289,StevicaRistić,70,A,188,Right,0,65,70,50,63,55,71,,,,,,
180293,ParkWonJae,64,M,176,Left,1,76,44,61,62,66,50,,,,,,
1803,JavierSaviola,81,A,169,Right,1,86,76,70,86,42,68,,,,,,
180316,Abdul-YakiniIddi,61,M,174,Left,1,69,54,60,73,48,56,,,,,,
180334,Marcelo,73,D,191,Right,1,70,47,39,63,78,67,,,,,,
180339,NilsSchouterden,65,A,177,Left,0,80,60,66,65,55,59,,,,,,
180342,MarcosAurélio,75,A,168,Right,0,85,71,72,76,57,69,,,,,,
180352,RonanFinn,60,M,184,Right,0,74,56,60,59,53,61,,,,,,
180353,DerekDoyle,60,M,183,Left,0,73,55,58,58,48,64,,,,,,
180357,EvanMcMillan,58,D,191,Right,0,55,34,42,25,64,65,,,,,,
180382,AidanPrice,59,D,191,Left,0,54,31,41,27,66,67,,,,,,
180384,StephenBrennan,53,D,179,Right,0,58,28,48,28,51,54,,,,,,
180405,Lulinha,70,M,170,Right,1,84,61,63,77,49,50,,,,,,
180407,MosesLamidi,66,A,177,Right,1,82,63,51,73,41,48,,,,,,
180408,KevinSchindler,65,A,191,Left,0,68,67,64,63,54,62,,,,,,
180432,Hernanes,84,M,180,Right,1,69,81,82,84,70,65,,,,,,
180433,TobiasLevels,69,D,186,Right,0,67,52,62,63,72,65,,,,,,
180455,BobbyBurling,63,D,196,Right,1,36,42,46,45,67,68,,,,,,
180575,Emerson,75,A,171,Right,0,73,70,63,76,48,72,,,,,,
180588,DanielWoolard,59,D,178,Left,0,64,48,50,52,62,57,,,,,,
180591,TyHarden,59,D,185,Right,0,43,27,46,46,65,59,,,,,,
180593,Iriome,62,A,186,Right,0,74,52,56,69,47,63,,,,,,
180613,ConorPowell,58,D,180,Left,0,71,41,54,58,57,55,,,,,,
180614,MarkRossiter,58,D,181,Right,0,64,47,58,47,61,61,,,,,,
180635,TommyElphick,65,D,187,Right,0,62,38,49,46,67,71,,,,,,
180695,Lima,76,A,179,Right,0,76,77,59,79,59,72,,,,,,
180700,KosukeKimura,65,D,175,Right,0,76,53,60,66,63,53,,,,,,
180702,Éverton,69,M,172,Left,0,79,58,60,78,54,60,,,,,,
180706,CraigCathcart,71,D,188,Right,1,68,32,54,50,72,80,,,,,,
180708,KyleReynish,60,GK,191,Right,1,,,,,,,61,64,69,57,41,63
180714,Guilherme,77,GK,197,Right,0,,,,,,,83,69,74,79,68,76
180716,Rhodolfo,74,D,193,Right,1,61,55,59,55,77,67,,,,,,
180721,MassimoMurdocca,60,M,165,Right,0,67,44,57,59,48,38,,,,,,
180724,GustavoLazzaretti,70,D,186,Right,0,65,51,49,45,74,68,,,,,,
180728,SašaOgnenovski,71,D,195,Right,1,57,58,49,36,76,74,,,,,,
180729,MichaelTheoklitos,68,GK,186,Right,0,,,,,,,66,67,70,71,45,68
180732,RodrigoVargas,63,D,181,Right,0,40,43,45,43,67,70,,,,,,
180733,AdrianLeijer,67,D,186,Left,0,60,46,56,52,68,78,,,,,,
180739,EijiKawashima,69,GK,185,Right,0,,,,,,,75,64,65,74,57,67
180746,AndrewDurante,65,D,182,Right,0,51,38,49,32,69,74,,,,,,
180747,StuartMusialik,60,M,175,Right,0,39,56,50,52,64,60,,,,,,
180749,TarekElrich,60,D,180,Right,1,81,57,54,69,60,43,,,,,,
180750,NickCarle,68,M,174,Left,0,65,59,64,72,52,49,,,,,,
180752,TroyHearfield,58,M,180,Right,0,73,61,55,61,56,48,,,,,,
180753,MarkBridge,59,A,180,Right,1,68,63,38,57,50,50,,,,,,
180755,TandoVelaphi,59,GK,185,Right,0,,,,,,,64,54,53,67,58,52
180818,DavidMcGoldrick,65,A,185,Right,0,71,63,50,67,47,62,,,,,,
180819,AdamLallana,71,M,173,Right,0,70,66,66,75,50,52,,,,,,
180852,TomášMičola,67,A,178,Right,0,69,64,69,69,50,59,,,,,,
180903,JayO'Shea,61,M,174,Right,0,73,58,52,67,44,55,,,,,,
180930,EdinDžeko,84,A,193,Right,1,76,82,66,81,58,72,,,,,,
180931,MartinFenin,71,A,181,Right,1,78,64,62,73,49,76,,,,,,
180937,TomášJirsák,63,M,172,Left,1,66,61,68,54,62,63,,,,,,
180942,PavelKrmaš,67,D,193,Left,0,49,56,58,46,71,66,,,,,,
180955,Breno,75,D,187,Right,0,76,42,65,55,74,74,,,,,,
180974,JanHolenda,68,A,186,Right,0,59,64,52,62,60,74,,,,,,
180983,CoreyAshe,62,D,168,Left,1,89,47,59,68,57,57,,,,,,
180997,KurtMorsink,59,M,178,Right,0,63,53,54,57,61,56,,,,,,
180998,AdamCristman,60,A,183,Right,0,59,57,41,60,49,61,,,,,,
181006,Serginho,73,M,178,Right,1,83,60,70,76,72,60,,,,,,
181010,LeighBroxham,61,M,169,Right,1,48,53,57,50,71,59,,,,,,
181017,Carlão,67,M,182,Left,0,70,43,61,61,71,68,,,,,,
181023,BillyCeleski,62,M,176,Right,1,70,51,58,71,58,38,,,,,,
181030,Lucas,69,D,174,Right,0,78,65,71,75,65,59,,,,,,
181098,MakotoHasebe,74,M,179,Right,1,73,58,76,73,72,68,,,,,,
181120,ChongTese,73,A,181,Right,1,80,68,58,73,62,79,,,,,,
181132,ZéEduardo,76,A,179,Right,0,83,72,67,77,57,67,,,,,,
181149,AndreHainault,65,D,183,Right,0,61,48,50,52,69,71,,,,,,
181175,OndřejMazuch,70,D,188,Right,0,64,36,48,42,73,71,,,,,,
18122,NicolasPenneteau,75,GK,185,Left,0,,,,,,,75,71,78,80,58,79
181224,PavelKošťál,62,D,193,Right,1,48,47,44,41,71,57,,,,,,
181238,JiříBílek,69,M,185,Right,0,55,57,66,59,68,70,,,,,,
181240,Diogo,70,M,181,Right,0,62,53,62,62,75,66,,,,,,
181247,DanielPudil,66,D,185,Left,0,74,66,69,67,66,63,,,,,,
181252,DarrenMurphy,53,M,183,Right,0,55,34,44,36,58,56,,,,,,
181262,MarekSuchý,72,D,183,Right,1,72,53,59,62,72,82,,,,,,
181267,Helder,66,D,175,Right,0,77,44,62,58,68,64,,,,,,
181268,MichalŠvec,68,M,181,Right,0,65,47,63,66,66,66,,,,,,
181269,MárcioAzevedo,69,D,172,Left,1,89,67,65,76,70,64,,,,,,
181271,BořekDočkal,72,M,181,Right,1,70,70,75,72,60,68,,,,,,
181274,DušanŠvento,70,M,178,Left,1,84,64,66,76,50,49,,,,,,
181291,GeorginioWijnaldum,75,M,172,Right,0,86,71,63,86,53,73,,,,,,
181298,MichaelAlmebäck,69,D,184,Right,1,82,34,43,34,74,72,,,,,,
181307,PhilipHaglund,69,M,188,Left,0,62,60,64,61,70,61,,,,,,
181318,AlbinEkdal,73,M,186,Right,0,68,67,70,73,66,63,,,,,,
181344,JonNurse,58,A,175,Right,1,78,54,41,59,52,65,,,,,,
181354,Elias,75,M,178,Left,0,70,76,71,76,54,56,,,,,,
181357,Madson,73,M,160,Left,1,84,69,66,81,58,55,,,,,,
181370,ThiagoHeleno,74,D,184,Right,1,74,48,48,48,76,80,,,,,,
181376,Guilherme,76,A,174,Right,0,72,76,61,78,50,66,,,,,,
181377,EmirBajrami,71,A,178,Left,1,79,66,61,76,51,57,,,,,,
181379,DavidElm,62,A,191,Right,0,55,61,53,56,59,62,,,,,,
181381,AndreasLandgren,62,M,176,Right,0,58,51,62,57,69,67,,,,,,
181387,Thiego,71,D,188,Right,0,56,34,45,33,74,74,,,,,,
181392,CarlosEduardo,81,M,171,Left,1,86,75,78,86,46,48,,,,,,
181393,JoãoMarcos,71,M,177,Right,1,73,60,72,74,66,66,,,,,,
181395,Adilson,74,M,181,Right,0,61,53,56,63,74,68,,,,,,
181404,LarrysMabiala,65,D,189,Right,0,58,45,58,51,65,65,,,,,,
181407,Luiz,72,A,175,Right,1,85,67,67,74,56,52,,,,,,
181412,Jonas,70,D,181,Right,0,79,55,67,61,73,65,,,,,,
181436,DamienMarcq,62,M,183,Right,1,65,36,64,61,71,76,,,,,,
181438,GuillaumeDucatel,57,M,174,Left,0,57,49,57,54,59,57,,,,,,
181445,RasmusBengtsson,69,D,186,Right,0,47,41,58,50,70,69,,,,,,
181452,OumarSissoko,55,GK,187,Right,0,,,,,,,66,57,52,44,50,51
181455,AlyCissokho,77,D,181,Left,0,86,58,71,68,78,74,,,,,,
181457,ChrisRobertson,59,D,188,Right,0,60,46,39,46,62,68,,,,,,
181458,IvanPerišić,77,M,187,Right,0,78,76,76,76,65,80,,,,,,
181459,VassilisTorosidis,79,D,186,Right,0,79,56,75,71,77,77,,,,,,
181460,SotirisNinis,75,M,173,Right,0,82,73,75,76,49,60,,,,,,
181474,TomPondeljak,61,M,177,Right,0,56,56,54,58,52,52,,,,,,
181479,AlexWilkinson,66,D,187,Right,0,60,49,54,41,69,69,,,,,,
181480,AdamKwasnik,64,A,179,Right,1,68,65,50,69,50,56,,,,,,
181483,MileJedinák,69,M,188,Right,0,66,65,69,58,75,58,,,,,,
181498,AnthonyLecointe,63,D,170,Right,0,64,48,58,60,51,62,,,,,,
181499,JohannRamaré,65,M,178,Right,0,65,49,65,63,65,60,,,,,,
181504,DannyFoster,59,D,185,Right,0,62,30,51,56,64,58,,,,,,
181506,ScottGriffiths,61,D,175,Left,0,66,43,59,52,63,54,,,,,,
181512,ShaunBatt,62,A,191,Right,1,76,57,61,60,51,61,,,,,,
181514,PaulBenson,63,A,185,Right,0,66,61,48,50,53,56,,,,,,
181520,DavidHogan,50,GK,183,Right,0,,,,,,,50,58,38,47,56,52
181521,SamSaunders,62,M,173,Right,1,66,53,59,70,45,55,,,,,,
181557,KarimAït-Fana,74,A,175,Right,1,79,66,68,78,49,50,,,,,,
181558,RomainArmand,59,A,182,Right,0,66,53,36,59,43,69,,,,,,
181560,MapouYanga-M'Biwa,77,D,184,Right,1,66,39,64,48,81,80,,,,,,
181571,TimurKapadze,68,A,185,Left,1,82,54,62,72,55,55,,,,,,
181573,OdilAhmedov,74,M,180,Right,1,72,65,73,76,69,68,,,,,,
181687,IarfhlaithDavoren,58,D,183,Left,0,72,49,54,56,58,59,,,,,,
181694,JohannCarrasso,67,GK,188,Right,0,,,,,,,69,70,68,71,55,68
181721,DjamelBakar,70,A,171,Right,1,88,67,52,72,43,65,,,,,,
181725,GaryDeegan,61,M,176,Right,0,70,52,58,52,66,64,,,,,,
181726,DaireDoyle,53,M,180,Right,0,64,45,58,43,51,56,,,,,,
181734,Rincón,65,D,186,Right,0,52,36,46,35,66,68,,,,,,
181738,DerekForan,54,D,178,Right,0,34,28,20,31,57,55,,,,,,
181780,TimMatavž,76,A,188,Left,0,75,73,46,71,54,69,,,,,,
181783,MarioMandžukić,78,A,186,Right,0,77,74,57,74,56,79,,,,,,
181785,KristijanIpša,60,D,186,Right,0,63,47,55,51,64,65,,,,,,
181786,VedranĆorluka,76,D,193,Right,1,66,57,66,65,78,75,,,,,,
181794,AlexandrPrudnikov,67,A,185,Right,0,68,66,53,63,50,72,,,,,,
181796,GerO'Brien,56,D,181,Right,0,66,38,42,37,58,59,,,,,,
181798,RobbieClarke,53,D,178,Left,0,62,35,43,45,54,53,,,,,,
181809,MarkLangtry,51,D,183,Left,0,59,41,47,52,57,55,,,,,,
181816,AntonioRukavina,67,D,177,Right,0,75,42,59,61,67,64,,,,,,
181820,StevanJovetić,81,A,183,Right,1,81,76,73,86,56,68,,,,,,
181866,NikitaRukavytsya,69,M,183,Left,1,90,62,62,71,52,55,,,,,,
181870,MahamaneTraoré,66,M,176,Right,0,78,64,67,72,42,56,,,,,,
181872,ArturoVidal,83,M,180,Right,1,81,73,81,79,79,71,,,,,,
181879,SamHird,64,D,183,Right,0,72,29,59,40,65,72,,,,,,
181896,TomislavPacovski,65,GK,185,Right,0,,,,,,,68,61,57,66,60,64
181917,LuisMiguelNoriega,68,M,172,Right,0,71,58,66,66,71,65,,,,,,
181922,LucasSilva,64,A,186,Right,0,68,60,58,64,52,63,,,,,,
181971,HuangBowen,64,M,177,Right,1,75,59,64,64,63,65,,,,,,
182087,Denis,70,GK,188,Right,0,,,,,,,71,74,68,73,53,69
182103,EgidioArévaloRíos,73,M,168,Left,0,69,53,64,56,74,63,,,,,,
182105,Felipe,78,GK,190,Right,0,,,,,,,84,72,62,81,60,75
182106,Zelão,69,D,188,Right,1,75,58,45,45,76,81,,,,,,
182107,Everton,66,A,176,Right,0,80,60,60,64,53,63,,,,,,
182111,SimWooYeon,61,D,195,Right,1,62,52,45,60,67,55,,,,,,
182124,AntonioSalazar,64,A,178,Right,0,65,60,50,63,51,63,,,,,,
182129,AttilaFilkor,63,M,181,Left,0,74,54,64,62,60,66,,,,,,
182130,KrisztiánNémeth,69,A,179,Right,0,78,67,53,68,52,66,,,,,,
182133,AlexandruEpureanu,69,D,187,Right,0,66,49,58,60,73,71,,,,,,
182145,Crespí,67,D,180,Right,0,57,44,58,52,67,68,,,,,,
182147,LéoGago,74,M,179,Left,1,67,77,76,69,73,58,,,,,,
182152,JaCheolKoo,72,M,182,Right,1,71,70,72,74,63,57,,,,,,
182153,LeeJunKi,57,D,184,Right,0,59,38,48,43,61,66,,,,,,
182154,SongYooGul,62,GK,187,Right,0,,,,,,,62,62,60,62,48,63
182156,GregBolger,58,M,180,Left,0,60,53,57,57,45,59,,,,,,
182166,JulianPalmieri,69,M,170,Left,0,78,59,64,72,42,47,,,,,,
182168,AndreaRanocchia,80,D,195,Right,1,62,45,57,47,82,79,,,,,,
182177,FabianoSantacroce,77,D,181,Right,0,79,31,50,50,75,75,,,,,,
182178,GaetanoBerardi,67,D,178,Left,0,79,47,59,56,69,68,,,,,,
182179,SebastianDeMaio,67,D,190,Right,1,72,40,33,35,77,72,,,,,,
182184,DaleStephens,64,M,169,Right,1,65,54,66,59,58,67,,,,,,
182185,SeanMcAllister,60,M,173,Right,0,71,54,58,56,58,61,,,,,,
182205,BensonMhlongo,64,D,181,Right,0,65,46,56,58,65,66,,,,,,
182207,DavidStockdale,73,GK,191,Right,1,,,,,,,76,72,79,76,50,72
182209,MarkBeevers,63,D,193,Left,1,56,36,38,47,64,65,,,,,,
182212,AnthonyModeste,73,A,187,Right,1,72,73,61,68,56,77,,,,,,
182331,CharlieClough,50,M,183,Right,0,62,38,45,42,55,39,,,,,,
182365,JamieJones,64,GK,191,Right,1,,,,,,,71,56,52,74,32,62
182366,DarrenDennehy,57,D,188,Left,0,63,35,42,29,63,73,,,,,,
182434,MatthewKemp,61,D,175,Right,0,52,38,57,54,65,56,,,,,,
182435,MitchellLangerak,68,GK,192,Right,0,,,,,,,70,64,67,75,45,63
